ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL
51,New York,US Open,01/09/12,Grand Slam,Outdoor,Hard,3rd Round,5,Cilic M.,Nishikori K.,13,18,2185,1790,6,3,6,4,6,7,6,3,,,3,1,Completed,2.2,1.61,2.2,1.65,2.1,1.73,2.15,1.8,2.25,1.62,2.44,1.8,2.15,1.68
51,New York,US Open,01/09/12,Grand Slam,Outdoor,Hard,3rd Round,5,Klizan M.,Chardy J.,52,32,828,1168,6,4,6,4,6,4,,,,,3,0,Completed,2.37,1.53,2.4,1.55,2.38,1.57,2.38,1.67,2.38,1.57,2.5,1.85,2.37,1.57
51,New York,US Open,01/09/12,Grand Slam,Outdoor,Hard,3rd Round,5,Murray A.,Lopez F.,4,31,7290,1220,7,6,7,6,4,6,7,6,,,3,1,Completed,1.02,17,1.05,9,1.04,10,1.03,21,1.04,10,1.05,21,1.03,12.99
51,New York,US Open,01/09/12,Grand Slam,Outdoor,Hard,3rd Round,5,Federer R.,Verdasco F.,1,26,12165,1525,6,3,6,4,6,4,,,,,3,0,Completed,1.02,19,1.02,15,1.02,13,1.02,25.5,1.02,13,1.03,25.5,1.02,15.62
51,New York,US Open,01/09/12,Grand Slam,Outdoor,Hard,3rd Round,5,Raonic M.,Blake J.,16,114,1900,482,6,3,6,0,7,6,,,,,3,0,Completed,1.33,3.25,1.35,3.15,1.33,3.25,1.38,3.37,1.25,3.75,1.4,3.75,1.35,3.19
51,New York,US Open,01/09/12,Grand Slam,Outdoor,Hard,3rd Round,5,Berdych T.,Querrey S.,7,28,4200,1350,6,7,6,4,6,3,6,2,,,3,1,Completed,1.36,3,1.35,3.15,1.36,3,1.4,3.28,1.36,3,1.42,3.35,1.36,3.1
51,New York,US Open,02/09/12,Grand Slam,Outdoor,Hard,3rd Round,5,Fish M.,Simon G.,25,17,1535,1890,6,1,5,7,7,6,6,3,,,3,1,Completed,1.25,3.75,1.3,3.45,1.3,3.5,1.32,3.79,1.33,3.25,1.37,3.9,1.31,3.41
51,New York,US Open,02/09/12,Grand Slam,Outdoor,Hard,3rd Round,5,Ferrer D.,Hewitt L.,5,125,5375,445,7,6,4,6,6,3,6,0,,,3,1,Completed,1.08,8,1.1,6.5,1.1,7,1.08,10.5,1.13,6,1.14,10.5,1.09,7.36
51,New York,US Open,02/09/12,Grand Slam,Outdoor,Hard,3rd Round,5,Djokovic N.,Benneteau J.,2,35,11270,1075,6,3,6,2,6,2,,,,,3,0,Completed,1.01,21,1.02,15,1.02,15,1.01,36,1.02,13,1.02,36,1.01,19.6
51,New York,US Open,02/09/12,Grand Slam,Outdoor,Hard,3rd Round,5,Del Potro J.M.,Mayer L.,8,63,3620,700,6,3,7,5,7,6,,,,,3,0,Completed,1.04,13,1.05,9,1.05,9,1.04,15.75,1.04,9,1.06,18,1.04,11.27
51,New York,US Open,02/09/12,Grand Slam,Outdoor,Hard,3rd Round,5,Roddick A.,Fognini F.,22,59,1600,745,7,5,7,6,4,6,6,4,,,3,1,Completed,1.14,5.5,1.14,5.45,1.14,5,1.17,6.16,1.14,5.5,1.18,6.38,1.15,5.38
51,New York,US Open,02/09/12,Grand Slam,Outdoor,Hard,3rd Round,5,Wawrinka S.,Dolgopolov O.,19,15,1730,1905,6,4,6,4,6,2,,,,,3,0,Completed,1.66,2.1,1.7,2.12,1.73,2,1.69,2.34,1.73,2.1,1.75,2.75,1.68,2.18
51,New York,US Open,02/09/12,Grand Slam,Outdoor,Hard,3rd Round,5,Tipsarevic J.,Zemlja G.,9,99,3285,553,6,4,6,3,7,5,,,,,3,0,Completed,1.11,6.5,1.12,6,1.07,7.5,1.13,7.51,1.14,5.5,1.17,8.7,1.12,6.3
51,New York,US Open,02/09/12,Grand Slam,Outdoor,Hard,3rd Round,5,Gasquet R.,Johnson S.,14,245,2030,191,7,6,6,2,6,3,,,,,3,0,Completed,1.1,7,1.13,5.75,1.12,6,1.14,7.21,1.13,6,1.15,7.21,1.13,5.95
51,New York,US Open,03/09/12,Grand Slam,Outdoor,Hard,3rd Round,5,Kohlschreiber P.,Isner J.,20,10,1685,2880,6,4,3,6,4,6,6,3,6,4,3,2,Completed,3.5,1.28,3.85,1.25,4,1.25,4.55,1.25,3.5,1.29,4.55,1.29,3.91,1.25
51,New York,US Open,03/09/12,Grand Slam,Outdoor,Hard,4th Round,5,Berdych T.,Almagro N.,7,12,4200,2305,7,6,6,4,6,1,,,,,3,0,Completed,1.22,4.33,1.23,4,1.25,4,1.28,4.2,1.25,3.75,1.31,4.8,1.24,3.97
51,New York,US Open,03/09/12,Grand Slam,Outdoor,Hard,4th Round,5,Federer R.,Fish M.,1,25,12165,1535,,,,,,,,,,,,,Walkover,1.05,11,1.05,9,1.06,8.5,1.06,13.4,1.05,9,1.07,9,1.05,8.34
51,New York,US Open,03/09/12,Grand Slam,Outdoor,Hard,4th Round,5,Cilic M.,Klizan M.,13,52,2185,828,7,5,6,4,6,0,,,,,3,0,Completed,1.25,4,1.3,3.45,1.25,4,1.29,4.05,1.29,3.5,1.33,4.55,1.27,3.75
51,New York,US Open,04/09/12,Grand Slam,Outdoor,Hard,4th Round,5,Murray A.,Raonic M.,4,16,7290,1900,6,4,6,4,6,2,,,,,3,0,Completed,1.28,3.75,1.3,3.45,1.3,3.5,1.29,4.05,1.29,3.5,1.33,4.15,1.28,3.67
51,New York,US Open,04/09/12,Grand Slam,Outdoor,Hard,4th Round,5,Ferrer D.,Gasquet R.,5,14,5375,2030,7,5,7,6,6,4,,,,,3,0,Completed,1.28,3.75,1.3,3.25,1.3,3.5,1.32,3.84,1.3,3.5,1.35,4.2,1.29,3.6
51,New York,US Open,05/09/12,Grand Slam,Outdoor,Hard,4th Round,5,Tipsarevic J.,Kohlschreiber P.,9,20,3285,1685,6,3,7,6,6,2,,,,,3,0,Completed,1.44,2.75,1.5,2.55,1.44,2.62,1.52,2.76,1.5,2.63,1.52,2.85,1.46,2.67
51,New York,US Open,05/09/12,Grand Slam,Outdoor,Hard,4th Round,5,Djokovic N.,Wawrinka S.,2,19,11270,1730,6,4,6,1,3,1,,,,,2,0,Retired,1.02,17,1.05,9,1.04,10,1.03,21,,,1.06,21,1.04,11.99
51,New York,US Open,05/09/12,Grand Slam,Outdoor,Hard,4th Round,5,Del Potro J.M.,Roddick A.,8,22,3620,1600,6,7,7,6,6,2,6,4,,,3,1,Completed,1.25,4,1.3,3.45,1.29,3.75,1.29,4.05,1.29,3.5,1.35,4.05,1.3,3.25
51,New York,US Open,05/09/12,Grand Slam,Outdoor,Hard,Quarterfinals,5,Murray A.,Cilic M.,4,13,7290,2185,3,6,7,6,6,2,6,0,,,3,1,Completed,1.1,7,1.07,8,1.1,7,1.16,6.35,1.1,7,1.16,8,1.1,6.92
51,New York,US Open,06/09/12,Grand Slam,Outdoor,Hard,Quarterfinals,5,Berdych T.,Federer R.,7,1,4200,12165,7,6,6,4,3,6,6,3,,,3,1,Completed,5.5,1.14,5,1.16,5,1.17,6,1.17,5.5,1.14,6.3,1.21,5.24,1.16
51,New York,US Open,06/09/12,Grand Slam,Outdoor,Hard,Quarterfinals,5,Ferrer D.,Tipsarevic J.,5,9,5375,3285,6,3,6,7,2,6,6,3,7,6,3,2,Completed,1.36,3.2,1.35,3,1.4,3,1.41,3.2,1.36,3,1.7,3.3,1.39,3.01
51,New York,US Open,07/09/12,Grand Slam,Outdoor,Hard,Quarterfinals,5,Djokovic N.,Del Potro J.M.,2,8,11270,3620,6,2,7,6,6,4,,,,,3,0,Completed,1.12,6,1.16,5,1.17,5,1.17,6.16,1.17,5,1.18,6.7,1.15,5.34
51,New York,US Open,08/09/12,Grand Slam,Outdoor,Hard,Semifinals,5,Murray A.,Berdych T.,4,7,7290,4200,5,7,6,2,6,1,7,6,,,3,1,Completed,1.4,2.87,1.45,2.6,1.44,2.75,1.46,3.04,1.44,2.88,1.51,3.05,1.44,2.77
51,New York,US Open,09/09/12,Grand Slam,Outdoor,Hard,Semifinals,5,Djokovic N.,Ferrer D.,2,5,11270,5375,2,6,6,1,6,4,6,2,,,3,1,Completed,1.07,9,1.05,9,1.05,9,1.09,9.5,1.07,8,1.11,11,1.07,8.64
51,New York,US Open,10/09/12,Grand Slam,Outdoor,Hard,The Final,5,Murray A.,Djokovic N.,4,2,7290,11270,7,6,7,5,2,6,3,6,6,2,3,2,Completed,2.87,1.44,2.9,1.4,2.75,1.44,3.02,1.46,3,1.44,3.15,1.47,2.9,1.42
